promotion_id,merchant_id,promotion_type,start_date,end_date,promo_spend,promotion_return,promotion_roi
P0002014,M01478,Free Delivery,2026-02-20,2026-03-01,238.39,590.3,1.4762
P0002013,M01478,BOGO,2026-03-26,2026-04-09,72.95,89.46,0.2263
P0002016,M01479,Sponsored Listing,2026-03-15,2026-03-19,93.26,216.69,1.3235
P0002017,M01480,Percentage Off,2026-02-14,2026-02-21,37.08,46.7,0.2596
P0002018,M01480,BOGO,2026-04-26,2026-05-06,116.47,239.04,1.0523
P0002019,M01481,BOGO,2026-04-18,2026-04-23,145.5,166.63,0.1453
P0002020,M01482,BOGO,2026-03-17,2026-03-30,222.15,366.21,0.6485
P0002021,M01483,Sponsored Listing,2026-05-04,2026-05-12,38.04,42.09,0.1064
P0002022,M01484,Free Delivery,2026-03-14,2026-03-26,158.64,272.38,0.7169
P0002023,M01485,BOGO,2026-02-13,2026-02-26,78.9,217.29,1.7542
P0002024,M01485,Sponsored Listing,2026-03-29,2026-04-05,218.23,304.08,0.3933
P0002025,M01487,BOGO,2026-02-17,2026-02-26,51.49,133.23,1.5876
P0002026,M01487,BOGO,2026-03-23,2026-03-30,91.57,225.64,1.4641
P0002027,M01490,Free Delivery,2026-04-24,2026-05-03,38.78,96.34,1.4841
P0002031,M01491,Free Delivery,2026-02-11,2026-02-17,163.63,396.69,1.4244
P0002029,M01491,Free Delivery,2026-03-28,2026-04-05,121.03,289.23,1.3897
P0002030,M01491,Percentage Off,2026-04-09,2026-04-22,39.58,52.69,0.3313
P0002028,M01491,Sponsored Listing,2026-04-18,2026-04-25,114.05,309.74,1.7159
P0002032,M01492,Free Delivery,2026-05-05,2026-05-18,326.98,728.27,1.2272
P0002033,M01493,Free Delivery,2026-03-06,2026-03-19,107.01,269.47,1.5182
P0002034,M01494,BOGO,2026-03-10,2026-03-20,59.08,78.46,0.328
P0002035,M01496,Percentage Off,2026-02-08,2026-02-16,134.44,361.22,1.6869
P0002036,M01496,Percentage Off,2026-02-27,2026-03-12,44.72,66.93,0.4966
P0002040,M01497,Sponsored Listing,2026-02-17,2026-02-28,151.11,411.11,1.7206
P0002037,M01497,BOGO,2026-03-03,2026-03-12,46.01,61.77,0.3426
P0002039,M01497,Percentage Off,2026-03-15,2026-03-27,84.84,193.5,1.2808
P0002038,M01497,BOGO,2026-04-03,2026-04-12,86.88,230.2,1.6497
P0002042,M01498,Free Delivery,2026-03-05,2026-03-14,34.73,78.7,1.2664
P0002041,M01498,Percentage Off,2026-05-10,2026-05-16,40.18,68.95,0.716
P0002043,M01499,Sponsored Listing,2026-03-27,2026-04-09,141.31,338.01,1.3919
P0002045,M01503,Sponsored Listing,2026-02-25,2026-03-05,151.28,325.14,1.1493
P0002044,M01503,Free Delivery,2026-02-28,2026-03-10,123.24,232.79,0.8889
P0002046,M01505,BOGO,2026-02-25,2026-03-08,57.67,87.92,0.5244
P0002047,M01506,Free Delivery,2026-02-08,2026-02-22,175.48,451.29,1.5718
P0002048,M01507,Free Delivery,2026-03-24,2026-03-31,73.09,132.22,0.8091
P0002049,M01508,Free Delivery,2026-03-18,2026-03-28,145.7,241.67,0.6587
P0002050,M01508,Sponsored Listing,2026-03-22,2026-03-26,68.62,198.07,1.8865
P0002051,M01509,Percentage Off,2026-03-04,2026-03-18,114.94,249.47,1.1704
P0002052,M01511,Sponsored Listing,2026-04-07,2026-04-15,31.06,73.47,1.3657
P0002053,M01514,Sponsored Listing,2026-03-30,2026-04-10,66.63,151.03,1.2667
P0002054,M01515,Sponsored Listing,2026-02-27,2026-03-10,112.09,353.21,2.1512
P0002055,M01515,Sponsored Listing,2026-05-07,2026-05-18,95.19,171.97,0.8065
P0002057,M01516,Percentage Off,2026-04-11,2026-04-19,43.27,138.49,2.2005
P0002056,M01516,Sponsored Listing,2026-05-19,2026-06-02,116.58,341.46,1.9289
P0002059,M01517,Sponsored Listing,2026-02-05,2026-02-10,98.13,290.04,1.9558
P0002058,M01517,Free Delivery,2026-02-10,2026-02-15,74.84,113.04,0.5103
P0002060,M01518,BOGO,2026-02-02,2026-02-09,84.49,175.66,1.079
P0002061,M01518,BOGO,2026-05-12,2026-05-21,115.26,55.84,-0.5155
P0002062,M01521,Free Delivery,2026-02-21,2026-02-27,76.33,140.66,0.8428
P0002063,M01521,BOGO,2026-03-21,2026-03-28,78.4,226.51,1.8892
P0002064,M01521,BOGO,2026-04-26,2026-05-03,54.31,72.33,0.3319
P0002065,M01523,Free Delivery,2026-02-19,2026-02-27,69.92,130.12,0.8611
P0002066,M01523,Percentage Off,2026-05-17,2026-05-23,202.4,434.86,1.1485
P0002067,M01524,Percentage Off,2026-02-04,2026-02-16,122.97,250.9,1.0404
P0002070,M01525,BOGO,2026-02-23,2026-02-28,73.03,176.36,1.4149
P0002068,M01525,Free Delivery,2026-03-06,2026-03-10,60.65,159.83,1.6352
P0002069,M01525,Sponsored Listing,2026-05-10,2026-05-21,76.22,149.09,0.9561
P0002071,M01528,Free Delivery,2026-02-23,2026-03-01,88.9,182.83,1.0566
P0002072,M01529,Free Delivery,2026-04-21,2026-04-27,119.05,314.26,1.6397
P0002073,M01529,Free Delivery,2026-05-10,2026-05-24,98.17,128.32,0.3071
P0002076,M01530,Percentage Off,2026-03-15,2026-03-25,127.42,272.4,1.1379
P0002077,M01530,Sponsored Listing,2026-03-18,2026-04-01,227.49,310.38,0.3644
P0002074,M01530,Percentage Off,2026-03-30,2026-04-10,97.67,63.07,-0.3542
P0002075,M01530,Free Delivery,2026-05-17,2026-05-31,82.95,143.72,0.7327
P0002078,M01531,Percentage Off,2026-04-18,2026-04-24,35.9,50.53,0.4076
P0002079,M01531,Sponsored Listing,2026-04-20,2026-04-26,46.57,122.0,1.6195
P0002081,M01532,Free Delivery,2026-02-27,2026-03-09,82.87,143.7,0.734
P0002080,M01532,Sponsored Listing,2026-03-24,2026-04-06,66.09,157.03,1.3758
P0002084,M01533,BOGO,2026-02-08,2026-02-13,167.86,391.56,1.3327
P0002085,M01533,BOGO,2026-02-28,2026-03-09,155.48,293.77,0.8895
P0002083,M01533,Sponsored Listing,2026-04-13,2026-04-17,48.68,143.07,1.9391
P0002082,M01533,Free Delivery,2026-04-21,2026-05-04,61.21,170.12,1.7793
P0002086,M01535,Percentage Off,2026-04-15,2026-04-21,89.74,206.38,1.2999
P0002087,M01536,Free Delivery,2026-05-01,2026-05-12,182.63,202.77,0.1103
P0002088,M01537,Sponsored Listing,2026-03-19,2026-03-26,94.93,222.58,1.3447
P0002090,M01539,Sponsored Listing,2026-03-22,2026-04-02,99.7,120.45,0.2082
P0002089,M01539,Free Delivery,2026-05-13,2026-05-27,95.79,256.01,1.6727
P0002091,M01540,BOGO,2026-04-28,2026-05-12,106.03,309.29,1.9171
P0002092,M01541,Sponsored Listing,2026-02-10,2026-02-14,197.79,451.0,1.2802
P0002094,M01542,Sponsored Listing,2026-03-02,2026-03-09,220.04,223.81,0.0171
P0002093,M01542,Sponsored Listing,2026-04-06,2026-04-20,237.7,214.95,-0.0957
P0002096,M01543,BOGO,2026-02-27,2026-03-06,168.32,459.57,1.7304
P0002095,M01543,Percentage Off,2026-04-03,2026-04-16,61.97,122.9,0.9832
P0002098,M01545,Free Delivery,2026-02-07,2026-02-11,123.75,399.65,2.2296
P0002097,M01545,Percentage Off,2026-03-21,2026-04-01,107.93,218.73,1.0265
P0002099,M01547,Free Delivery,2026-04-07,2026-04-13,88.68,232.11,1.6175
P0002100,M01548,Free Delivery,2026-03-15,2026-03-29,247.37,767.06,2.1008
P0002101,M01550,Sponsored Listing,2026-03-09,2026-03-21,34.02,87.12,1.5604
P0002103,M01553,Sponsored Listing,2026-02-01,2026-02-09,76.38,164.25,1.1504
P0002102,M01553,Sponsored Listing,2026-02-03,2026-02-08,60.33,116.7,0.9345
P0002105,M01553,Free Delivery,2026-04-15,2026-04-19,66.09,193.12,1.9222
P0002104,M01553,Sponsored Listing,2026-04-23,2026-04-29,34.85,109.21,2.1339
P0002107,M01554,BOGO,2026-04-12,2026-04-16,50.17,89.56,0.7849
P0002106,M01554,Sponsored Listing,2026-04-21,2026-05-03,492.86,1391.03,1.8224
P0002108,M01555,Percentage Off,2026-03-01,2026-03-06,61.9,138.36,1.2354
P0002109,M01556,Free Delivery,2026-04-28,2026-05-12,94.13,142.17,0.5104
P0002112,M01557,Percentage Off,2026-02-20,2026-02-28,75.04,120.84,0.6103
P0002111,M01557,Percentage Off,2026-04-04,2026-04-11,42.89,97.13,1.2647
P0002110,M01557,BOGO,2026-04-07,2026-04-18,63.62,193.43,2.0402
P0002113,M01559,Sponsored Listing,2026-02-07,2026-02-16,132.14,263.89,0.997
P0002114,M01559,Sponsored Listing,2026-04-20,2026-04-25,164.47,350.84,1.1332
P0002115,M01560,Sponsored Listing,2026-02-14,2026-02-26,38.42,107.71,1.8035
P0002116,M01561,Sponsored Listing,2026-02-09,2026-02-14,308.12,543.74,0.7647
P0002118,M01561,Percentage Off,2026-03-11,2026-03-16,54.53,68.08,0.2484
P0002117,M01561,Sponsored Listing,2026-05-18,2026-05-27,120.09,223.58,0.8618
P0002119,M01563,Percentage Off,2026-04-23,2026-05-05,92.75,296.85,2.2003
P0002121,M01564,Sponsored Listing,2026-02-18,2026-02-28,137.43,222.12,0.6163
P0002120,M01564,Percentage Off,2026-04-01,2026-04-13,97.07,218.09,1.2468
P0002122,M01567,Sponsored Listing,2026-03-06,2026-03-13,23.77,32.61,0.3721
P0002123,M01567,Free Delivery,2026-04-25,2026-05-01,102.02,113.41,0.1116
P0002124,M01567,BOGO,2026-04-30,2026-05-05,314.46,740.64,1.3553
P0002125,M01567,Free Delivery,2026-05-18,2026-05-27,57.01,117.1,1.054
P0002126,M01568,Free Delivery,2026-03-07,2026-03-18,85.07,174.04,1.0459
P0002127,M01568,Sponsored Listing,2026-03-23,2026-04-05,89.49,236.55,1.6434
P0002128,M01568,BOGO,2026-05-20,2026-05-24,111.09,208.73,0.879
P0002129,M01569,Free Delivery,2026-02-21,2026-03-06,123.94,263.56,1.1265
P0002131,M01569,Percentage Off,2026-02-23,2026-03-07,46.64,56.25,0.2062
P0002130,M01569,Free Delivery,2026-04-30,2026-05-07,190.85,254.47,0.3333
P0002132,M01571,Sponsored Listing,2026-04-09,2026-04-23,124.17,334.57,1.6945
P0002133,M01574,Percentage Off,2026-05-02,2026-05-10,155.7,287.61,0.8472
P0002134,M01575,Free Delivery,2026-05-04,2026-05-11,104.54,207.09,0.9809
P0002135,M01576,Sponsored Listing,2026-02-02,2026-02-14,120.39,200.73,0.6674
P0002136,M01576,BOGO,2026-02-21,2026-02-27,94.79,229.2,1.4179
P0002138,M01576,Free Delivery,2026-02-27,2026-03-03,52.85,107.08,1.0262
P0002137,M01576,Percentage Off,2026-04-12,2026-04-24,84.67,177.0,1.0905
P0002140,M01577,BOGO,2026-03-06,2026-03-14,84.65,205.36,1.4258
P0002139,M01577,Free Delivery,2026-05-14,2026-05-18,74.76,145.95,0.9522
P0002141,M01579,Free Delivery,2026-05-17,2026-05-27,71.34,170.11,1.3844
P0002143,M01580,Free Delivery,2026-02-08,2026-02-14,40.12,82.25,1.0501
P0002142,M01580,Free Delivery,2026-04-06,2026-04-17,54.27,131.93,1.4312
P0002146,M01581,Percentage Off,2026-02-16,2026-03-02,81.02,161.0,0.9872
P0002145,M01581,BOGO,2026-04-30,2026-05-12,75.44,195.38,1.5901
P0002144,M01581,Percentage Off,2026-05-18,2026-05-24,158.26,453.7,1.8668
P0002147,M01582,Percentage Off,2026-03-21,2026-03-31,87.57,242.7,1.7717
P0002150,M01584,Free Delivery,2026-03-30,2026-04-05,91.84,128.07,0.3945
P0002149,M01584,Sponsored Listing,2026-04-01,2026-04-10,140.64,230.23,0.637
P0002148,M01584,Free Delivery,2026-04-15,2026-04-21,135.65,300.78,1.2172
P0002151,M01585,Free Delivery,2026-02-26,2026-03-05,106.8,294.39,1.7566
P0002155,M01586,Sponsored Listing,2026-03-07,2026-03-14,174.8,361.25,1.0666
P0002152,M01586,Sponsored Listing,2026-03-16,2026-03-23,103.99,229.14,1.2035
P0002154,M01586,Sponsored Listing,2026-03-20,2026-03-25,143.04,290.56,1.0313
P0002153,M01586,Sponsored Listing,2026-05-18,2026-05-22,65.99,139.79,1.1184
P0002156,M01587,BOGO,2026-04-01,2026-04-15,60.86,102.76,0.6885
P0002158,M01589,Free Delivery,2026-02-13,2026-02-19,410.17,888.51,1.1662
P0002159,M01589,Percentage Off,2026-02-26,2026-03-10,130.28,226.28,0.7369
P0002157,M01589,Sponsored Listing,2026-04-26,2026-05-07,63.28,88.1,0.3923
P0002162,M01591,Sponsored Listing,2026-03-12,2026-03-24,171.97,371.4,1.1596
P0002160,M01591,Free Delivery,2026-03-25,2026-03-31,56.01,92.56,0.6525
P0002161,M01591,Free Delivery,2026-04-28,2026-05-06,132.34,310.52,1.3463
P0002163,M01592,BOGO,2026-02-08,2026-02-20,90.02,271.99,2.0215
P0002166,M01595,Percentage Off,2026-03-13,2026-03-19,189.24,328.78,0.7373
P0002165,M01595,Free Delivery,2026-03-22,2026-04-04,162.73,499.63,2.0703
P0002164,M01595,BOGO,2026-04-20,2026-04-24,85.56,225.35,1.6339
P0002169,M01596,BOGO,2026-03-03,2026-03-16,180.55,483.81,1.6796
P0002168,M01596,Percentage Off,2026-04-16,2026-04-24,108.85,230.52,1.1177
P0002167,M01596,Free Delivery,2026-05-20,2026-05-30,129.45,247.43,0.9114
P0002171,M01597,Percentage Off,2026-02-07,2026-02-20,79.95,143.35,0.793
P0002170,M01597,Sponsored Listing,2026-04-04,2026-04-14,56.63,133.48,1.3569
P0002172,M01598,BOGO,2026-03-23,2026-03-28,86.38,82.11,-0.0494
P0002175,M01599,Free Delivery,2026-02-07,2026-02-14,102.09,307.94,2.0163
P0002173,M01599,Percentage Off,2026-04-22,2026-04-28,89.01,177.45,0.9936
P0002174,M01599,Sponsored Listing,2026-05-05,2026-05-13,146.94,365.56,1.4878
P0002176,M01600,Free Delivery,2026-04-24,2026-05-04,66.04,71.68,0.0853
P0002177,M01604,Sponsored Listing,2026-03-06,2026-03-10,90.52,146.74,0.6211
P0002178,M01605,BOGO,2026-02-24,2026-03-03,49.26,126.79,1.5741
P0002179,M01606,BOGO,2026-02-26,2026-03-04,242.85,541.74,1.2307
P0002180,M01606,Percentage Off,2026-04-19,2026-04-23,43.67,113.83,1.6067
P0002181,M01606,BOGO,2026-05-15,2026-05-20,193.4,461.66,1.387
P0002182,M01607,Free Delivery,2026-03-01,2026-03-10,103.72,138.88,0.339
P0002184,M01608,BOGO,2026-02-13,2026-02-25,105.11,285.35,1.7149
P0002183,M01608,Sponsored Listing,2026-03-06,2026-03-12,108.78,219.26,1.0157
P0002185,M01610,Percentage Off,2026-05-16,2026-05-27,69.87,143.86,1.059
P0002186,M01611,Free Delivery,2026-02-03,2026-02-10,125.66,246.84,0.9644
P0002187,M01612,BOGO,2026-04-18,2026-04-22,27.87,51.57,0.8506
P0002188,M01613,Sponsored Listing,2026-02-08,2026-02-13,37.62,78.61,1.0899
P0002189,M01614,Free Delivery,2026-04-10,2026-04-20,64.69,167.81,1.5939
P0002190,M01615,Sponsored Listing,2026-02-27,2026-03-05,58.48,132.93,1.2732
P0002191,M01615,Percentage Off,2026-03-03,2026-03-09,52.86,88.09,0.6663
P0002192,M01617,Free Delivery,2026-05-08,2026-05-21,59.1,59.58,0.0081
P0002194,M01618,Free Delivery,2026-04-11,2026-04-16,126.17,266.15,1.1094
P0002193,M01618,Free Delivery,2026-04-21,2026-04-30,62.72,178.83,1.8514
P0002196,M01619,Percentage Off,2026-03-07,2026-03-17,92.38,299.07,2.2374
P0002195,M01619,BOGO,2026-05-18,2026-05-31,223.57,465.01,1.0799
P0002197,M01620,Free Delivery,2026-02-22,2026-03-02,121.59,256.05,1.1059
P0002198,M01620,BOGO,2026-04-01,2026-04-13,184.22,413.47,1.2445
P0002199,M01623,Free Delivery,2026-03-02,2026-03-06,221.11,514.61,1.3274
P0002202,M01625,Free Delivery,2026-02-25,2026-03-08,111.6,274.46,1.4594
P0002200,M01625,Percentage Off,2026-03-11,2026-03-25,93.82,293.61,2.1293
P0002201,M01625,Sponsored Listing,2026-03-23,2026-04-03,66.34,178.44,1.6898
P0002203,M01625,BOGO,2026-03-29,2026-04-06,31.53,84.69,1.6858
P0002204,M01626,Free Delivery,2026-03-31,2026-04-08,77.63,132.21,0.703
P0002205,M01627,BOGO,2026-02-06,2026-02-13,90.95,164.99,0.8142
P0002206,M01628,Percentage Off,2026-02-06,2026-02-18,242.01,418.61,0.7297
P0002207,M01630,BOGO,2026-05-01,2026-05-10,107.68,272.3,1.5288
P0002209,M01631,Sponsored Listing,2026-03-15,2026-03-27,95.23,201.47,1.1156
P0002208,M01631,Sponsored Listing,2026-05-09,2026-05-20,121.23,191.39,0.5788
P0002210,M01632,Free Delivery,2026-02-11,2026-02-15,95.3,132.07,0.3858
P0002213,M01633,Percentage Off,2026-03-26,2026-03-31,165.38,502.51,2.0386
P0002211,M01633,BOGO,2026-04-12,2026-04-18,73.37,215.39,1.9356
P0002212,M01633,BOGO,2026-04-28,2026-05-09,37.36,57.18,0.5303
P0002214,M01633,BOGO,2026-05-13,2026-05-19,38.09,91.9,1.4124
P0002215,M01634,Percentage Off,2026-04-29,2026-05-05,254.74,501.84,0.9701
P0002216,M01634,BOGO,2026-05-09,2026-05-13,97.25,236.22,1.4289
P0002217,M01635,BOGO,2026-03-19,2026-03-26,63.86,122.91,0.9246
P0002218,M01636,Free Delivery,2026-03-20,2026-04-03,114.0,257.07,1.255
P0002220,M01637,Sponsored Listing,2026-03-04,2026-03-12,153.49,315.32,1.0543
P0002219,M01637,Percentage Off,2026-05-03,2026-05-09,88.64,236.0,1.6624
P0002222,M01638,BOGO,2026-02-15,2026-02-24,36.7,85.45,1.3284
P0002223,M01638,Percentage Off,2026-03-02,2026-03-13,77.5,106.28,0.3713
P0002221,M01638,Sponsored Listing,2026-03-31,2026-04-07,98.09,170.42,0.7373
P0002224,M01640,Free Delivery,2026-02-15,2026-02-23,70.21,74.65,0.0633
P0002226,M01642,Free Delivery,2026-03-10,2026-03-15,65.61,203.38,2.0997
P0002225,M01642,Sponsored Listing,2026-04-03,2026-04-17,137.22,212.19,0.5463
P0002229,M01643,Sponsored Listing,2026-02-10,2026-02-22,24.77,64.37,1.5988
P0002227,M01643,Percentage Off,2026-03-30,2026-04-12,205.36,281.96,0.373
P0002228,M01643,Free Delivery,2026-05-02,2026-05-06,74.25,217.29,1.9264
P0002231,M01645,Sponsored Listing,2026-03-28,2026-04-02,32.64,67.71,1.0742
P0002230,M01645,Free Delivery,2026-04-30,2026-05-08,201.27,242.02,0.2025
P0002232,M01646,Free Delivery,2026-02-22,2026-02-28,54.6,129.29,1.3678
P0002233,M01647,Free Delivery,2026-02-24,2026-03-10,96.49,274.04,1.8401
P0002234,M01648,Free Delivery,2026-02-05,2026-02-11,485.13,1165.29,1.402
P0002236,M01648,Sponsored Listing,2026-03-15,2026-03-24,95.05,218.3,1.2966
P0002235,M01648,Free Delivery,2026-03-25,2026-04-02,109.19,347.54,2.1828
P0002237,M01649,BOGO,2026-02-19,2026-03-04,85.56,159.78,0.8674
P0002238,M01651,Free Delivery,2026-02-28,2026-03-05,76.81,201.62,1.6248
P0002239,M01652,Sponsored Listing,2026-04-23,2026-05-03,68.41,156.24,1.284
P0002240,M01653,Sponsored Listing,2026-03-03,2026-03-13,92.91,173.4,0.8664
P0002241,M01655,Sponsored Listing,2026-05-10,2026-05-24,70.13,123.83,0.7657
P0002242,M01657,Sponsored Listing,2026-05-07,2026-05-12,137.46,244.84,0.7811
P0002243,M01658,BOGO,2026-02-25,2026-03-10,25.21,68.37,1.7123
P0002244,M01658,Percentage Off,2026-04-12,2026-04-22,80.57,126.39,0.5687
P0002245,M01659,Free Delivery,2026-04-24,2026-05-07,32.32,70.64,1.186
P0002246,M01661,BOGO,2026-02-04,2026-02-16,54.32,79.44,0.4624
P0002247,M01662,Sponsored Listing,2026-03-22,2026-04-04,50.48,98.81,0.9573
P0002248,M01663,Sponsored Listing,2026-04-10,2026-04-20,180.09,404.87,1.2481
P0002249,M01664,BOGO,2026-02-02,2026-02-12,49.0,74.2,0.5144
P0002250,M01664,Sponsored Listing,2026-02-19,2026-03-02,105.95,211.77,0.9988
P0002251,M01664,BOGO,2026-02-25,2026-03-03,104.41,249.47,1.3894
P0002253,M01665,BOGO,2026-03-07,2026-03-19,80.24,228.33,1.8454
P0002254,M01665,Free Delivery,2026-04-06,2026-04-19,39.19,66.99,0.7093
P0002252,M01665,Percentage Off,2026-04-15,2026-04-28,27.58,52.19,0.8924
P0002257,M01666,Percentage Off,2026-02-09,2026-02-13,116.3,264.32,1.2728
P0002255,M01666,Sponsored Listing,2026-02-21,2026-03-05,77.01,210.66,1.7355
P0002256,M01666,Percentage Off,2026-04-05,2026-04-12,91.72,201.31,1.1949
P0002258,M01666,Percentage Off,2026-05-04,2026-05-08,103.14,272.63,1.6434
P0002259,M01668,BOGO,2026-05-10,2026-05-23,27.75,40.51,0.4599
P0002261,M01669,BOGO,2026-02-15,2026-02-24,136.72,246.52,0.8031
P0002260,M01669,Sponsored Listing,2026-05-19,2026-05-28,115.56,310.99,1.6911
P0002262,M01673,Percentage Off,2026-03-29,2026-04-06,122.34,356.26,1.9121
P0002263,M01674,Percentage Off,2026-02-09,2026-02-23,119.94,175.82,0.4659
P0002264,M01674,BOGO,2026-03-06,2026-03-19,327.5,757.67,1.3135
P0002265,M01675,BOGO,2026-03-18,2026-03-30,120.98,186.98,0.5456
P0002266,M01676,Sponsored Listing,2026-03-10,2026-03-16,93.78,155.51,0.6582
P0002267,M01677,Free Delivery,2026-02-12,2026-02-24,89.52,219.09,1.4473
P0002269,M01678,Percentage Off,2026-02-04,2026-02-10,88.6,274.96,2.1035
P0002270,M01678,BOGO,2026-03-13,2026-03-20,66.64,88.71,0.3312
P0002268,M01678,Sponsored Listing,2026-03-17,2026-03-28,42.6,116.54,1.7356
P0002271,M01680,BOGO,2026-04-19,2026-04-27,46.95,104.71,1.2301
P0002272,M01682,Percentage Off,2026-03-27,2026-04-03,74.45,110.83,0.4887
P0002273,M01683,Free Delivery,2026-03-08,2026-03-17,180.19,334.21,0.8547
P0002276,M01684,BOGO,2026-02-10,2026-02-19,77.93,170.02,1.1816
P0002275,M01684,BOGO,2026-03-19,2026-04-01,95.22,60.77,-0.3618
P0002274,M01684,Percentage Off,2026-04-29,2026-05-07,45.59,84.76,0.8593
P0002277,M01686,Percentage Off,2026-02-24,2026-03-10,134.53,297.26,1.2097
P0002278,M01687,Free Delivery,2026-03-26,2026-04-08,83.41,197.85,1.3719
P0002280,M01687,Free Delivery,2026-04-13,2026-04-25,105.04,248.83,1.369
P0002279,M01687,Percentage Off,2026-04-30,2026-05-13,312.25,949.07,2.0394
P0002282,M01688,Percentage Off,2026-04-02,2026-04-11,107.08,220.01,1.0547
P0002281,M01688,Free Delivery,2026-04-08,2026-04-21,49.49,73.53,0.4859
P0002284,M01689,Free Delivery,2026-03-14,2026-03-28,49.98,101.55,1.032
P0002283,M01689,Percentage Off,2026-04-09,2026-04-15,139.15,425.89,2.0607
P0002285,M01693,Sponsored Listing,2026-04-20,2026-04-29,55.36,91.16,0.6466
P0002288,M01694,Percentage Off,2026-02-04,2026-02-10,39.06,82.66,1.1162
P0002286,M01694,Sponsored Listing,2026-02-27,2026-03-06,283.5,446.07,0.5734
P0002289,M01694,BOGO,2026-03-06,2026-03-13,80.93,119.31,0.4744
P0002287,M01694,BOGO,2026-05-02,2026-05-13,124.05,169.31,0.3649
P0002291,M01695,Free Delivery,2026-02-08,2026-02-12,72.01,100.65,0.3976
P0002292,M01695,Sponsored Listing,2026-02-11,2026-02-24,103.24,213.91,1.0719
P0002290,M01695,Sponsored Listing,2026-02-20,2026-02-25,191.64,288.83,0.5071
P0002293,M01695,Sponsored Listing,2026-02-23,2026-03-02,57.55,179.41,2.1177
P0002295,M01696,Sponsored Listing,2026-03-06,2026-03-12,120.47,230.48,0.9132
P0002296,M01696,Free Delivery,2026-03-17,2026-03-31,42.38,111.2,1.6241
P0002294,M01696,BOGO,2026-05-01,2026-05-08,93.43,285.0,2.0502
P0002297,M01697,BOGO,2026-04-07,2026-04-11,217.27,580.72,1.6728
P0002298,M01698,BOGO,2026-03-26,2026-03-31,104.09,173.79,0.6696
P0002300,M01699,Percentage Off,2026-02-24,2026-03-01,67.95,171.34,1.5217
P0002299,M01699,Free Delivery,2026-05-16,2026-05-24,25.89,70.75,1.7325
P0002301,M01700,BOGO,2026-04-14,2026-04-19,125.15,398.04,2.1806
P0002302,M01701,Sponsored Listing,2026-05-06,2026-05-13,100.17,144.83,0.446
P0002304,M01702,BOGO,2026-02-28,2026-03-13,37.2,92.19,1.4781
P0002303,M01702,Sponsored Listing,2026-03-01,2026-03-05,117.57,213.25,0.8138
P0002305,M01703,BOGO,2026-03-23,2026-04-02,19.03,38.97,1.0476
P0002306,M01703,Sponsored Listing,2026-03-29,2026-04-06,16.33,37.25,1.2815
P0002307,M01704,Percentage Off,2026-04-18,2026-04-27,51.78,63.06,0.2178
P0002309,M01705,Percentage Off,2026-03-02,2026-03-15,122.13,296.59,1.4284
P0002308,M01705,BOGO,2026-05-08,2026-05-20,25.88,48.98,0.8929
P0002310,M01707,Percentage Off,2026-02-01,2026-02-06,123.05,218.65,0.7769
P0002311,M01707,Sponsored Listing,2026-05-15,2026-05-24,65.88,65.13,-0.0113
P0002312,M01708,Free Delivery,2026-02-02,2026-02-14,156.31,338.26,1.1641
P0002313,M01708,Free Delivery,2026-03-26,2026-04-04,108.32,191.13,0.7645
P0002314,M01709,Free Delivery,2026-03-31,2026-04-04,75.73,134.78,0.7797
P0002316,M01710,Percentage Off,2026-02-26,2026-03-10,77.24,128.54,0.6642
P0002315,M01710,Free Delivery,2026-03-15,2026-03-21,110.26,199.13,0.8059
P0002317,M01710,Sponsored Listing,2026-04-07,2026-04-11,208.75,514.32,1.4639
P0002318,M01711,Free Delivery,2026-02-04,2026-02-13,62.73,91.76,0.4628
P0002319,M01712,BOGO,2026-03-12,2026-03-21,54.14,133.09,1.4583
P0002320,M01712,Percentage Off,2026-04-25,2026-05-06,21.26,49.96,1.3494
P0002322,M01713,BOGO,2026-02-06,2026-02-18,41.74,47.55,0.1392
P0002321,M01713,Percentage Off,2026-05-16,2026-05-24,82.31,254.27,2.0891
P0002323,M01715,BOGO,2026-03-21,2026-03-28,130.41,385.74,1.9579
P0002324,M01716,BOGO,2026-04-05,2026-04-16,112.41,144.41,0.2847
P0002327,M01718,BOGO,2026-02-09,2026-02-16,69.08,213.63,2.0924
P0002326,M01718,Sponsored Listing,2026-03-04,2026-03-10,54.45,115.47,1.1209
P0002325,M01718,Percentage Off,2026-04-10,2026-04-22,116.16,243.54,1.0967
P0002329,M01719,BOGO,2026-02-18,2026-03-03,154.94,387.46,1.5007
P0002330,M01719,Percentage Off,2026-04-30,2026-05-08,146.74,274.77,0.8725
P0002328,M01719,Percentage Off,2026-05-05,2026-05-12,69.84,167.14,1.3932
P0002331,M01720,Free Delivery,2026-04-29,2026-05-05,76.24,206.98,1.7149
P0002333,M01722,Percentage Off,2026-02-09,2026-02-16,134.26,286.35,1.1328
P0002332,M01722,Percentage Off,2026-04-21,2026-05-01,64.97,120.27,0.8511
P0002335,M01723,BOGO,2026-04-01,2026-04-06,41.09,87.49,1.1291
P0002334,M01723,BOGO,2026-04-28,2026-05-08,76.12,141.08,0.8535
P0002337,M01725,Sponsored Listing,2026-05-04,2026-05-12,233.97,479.58,1.0498
P0002336,M01725,Percentage Off,2026-05-19,2026-05-30,62.41,200.09,2.206
