merchant_id,merchant_name,city,cuisine_type,segment,join_date,menu_ready,competitor_presence,profile_avg_rating
M00997,Merchant 00997,Fremont,Italian,Mid-Market,2021-08-18,1,1,4.22
M00998,Merchant 00998,San Jose,Mexican,SMB,2021-07-23,1,0,4.07
M00999,Merchant 00999,Berkeley,Indian,SMB,2020-03-01,1,0,4.51
M01000,Merchant 01000,San Francisco,Chinese,SMB,2021-09-26,0,0,4.21
M01001,Merchant 01001,Berkeley,Mediterranean,SMB,2022-12-18,1,0,4.66
M01002,Merchant 01002,Fremont,Mexican,SMB,2020-10-17,1,1,4.25
M01003,Merchant 01003,Berkeley,Mexican,SMB,2025-01-01,1,0,4.32
M01004,Merchant 01004,Berkeley,Italian,Mid-Market,2023-01-10,0,0,4.57
M01005,Merchant 01005,San Jose,American,Mid-Market,2023-03-26,1,1,4.22
M01006,Merchant 01006,Oakland,Mediterranean,SMB,2025-04-18,1,0,5.0
M01007,Merchant 01007,San Francisco,Italian,SMB,2022-11-06,1,1,2.63
M01008,Merchant 01008,Berkeley,Chinese,Mid-Market,2020-05-12,1,0,4.19
M01009,Merchant 01009,Palo Alto,Mexican,SMB,2024-11-18,1,0,4.26
M01010,Merchant 01010,Palo Alto,Chinese,SMB,2025-05-16,1,0,3.97
M01011,Merchant 01011,Oakland,Mexican,SMB,2023-07-17,1,0,3.43
M01012,Merchant 01012,Palo Alto,American,SMB,2022-03-19,1,1,3.78
M01013,Merchant 01013,Fremont,Chinese,SMB,2020-04-02,1,0,4.63
M01014,Merchant 01014,Fremont,Chinese,SMB,2023-01-20,1,0,4.37
M01015,Merchant 01015,San Jose,Japanese,SMB,2022-09-23,1,1,4.78
M01016,Merchant 01016,Oakland,Mediterranean,SMB,2024-07-30,1,0,4.2
M01017,Merchant 01017,Fremont,Japanese,SMB,2021-10-09,1,0,4.39
M01018,Merchant 01018,Berkeley,Thai,Mid-Market,2023-12-07,1,0,4.93
M01019,Merchant 01019,Berkeley,Thai,SMB,2024-08-09,1,0,3.82
M01020,Merchant 01020,Berkeley,Mediterranean,Mid-Market,2021-11-21,1,1,3.88
M01021,Merchant 01021,Palo Alto,Mexican,SMB,2025-04-06,1,0,4.25
M01022,Merchant 01022,Palo Alto,Indian,SMB,2024-03-10,1,1,3.96
M01023,Merchant 01023,Berkeley,Thai,Mid-Market,2024-08-13,1,0,4.36
M01024,Merchant 01024,San Jose,Mediterranean,SMB,2020-04-05,1,0,3.96
M01025,Merchant 01025,Palo Alto,American,SMB,2024-07-05,1,1,4.33
M01026,Merchant 01026,Palo Alto,Italian,Mid-Market,2021-04-24,1,1,4.19
M01027,Merchant 01027,Fremont,Italian,SMB,2022-10-10,1,1,4.27
M01028,Merchant 01028,San Francisco,Italian,Mid-Market,2023-08-06,1,0,4.46
M01029,Merchant 01029,Palo Alto,Mediterranean,SMB,2023-04-13,1,0,4.34
M01030,Merchant 01030,San Jose,Chinese,Mid-Market,2024-10-13,1,1,3.71
M01031,Merchant 01031,San Jose,Indian,Mid-Market,2020-07-05,1,0,4.59
M01032,Merchant 01032,San Francisco,Thai,SMB,2022-10-09,1,0,3.91
M01033,Merchant 01033,San Francisco,Mexican,SMB,2020-03-30,1,1,4.35
M01034,Merchant 01034,Fremont,American,Mid-Market,2024-05-20,1,0,3.86
M01035,Merchant 01035,San Francisco,Japanese,Mid-Market,2025-06-28,1,1,4.34
M01036,Merchant 01036,Oakland,Italian,SMB,2022-08-27,1,1,3.87
M01037,Merchant 01037,Palo Alto,Japanese,Enterprise,2024-09-06,1,0,4.43
M01038,Merchant 01038,San Jose,American,SMB,2024-05-30,1,0,4.65
M01039,Merchant 01039,Berkeley,Thai,Enterprise,2022-08-10,1,0,4.12
M01040,Merchant 01040,Palo Alto,Chinese,SMB,2021-09-13,1,0,4.68
M01041,Merchant 01041,Berkeley,Chinese,SMB,2022-01-22,1,1,4.08
M01042,Merchant 01042,Berkeley,American,SMB,2023-09-23,1,0,4.1
M01043,Merchant 01043,Palo Alto,Italian,SMB,2021-10-12,1,0,3.99
M01044,Merchant 01044,Fremont,Mexican,SMB,2025-07-26,0,1,4.66
M01045,Merchant 01045,San Jose,Mediterranean,SMB,2020-09-28,0,0,4.28
M01046,Merchant 01046,Berkeley,Thai,Mid-Market,2020-09-16,1,0,4.02
M01047,Merchant 01047,San Jose,Indian,Enterprise,2023-04-12,1,1,4.39
M01048,Merchant 01048,San Francisco,Italian,Mid-Market,2024-02-01,1,0,3.96
M01049,Merchant 01049,San Francisco,Italian,Mid-Market,2022-02-16,1,1,4.26
M01050,Merchant 01050,Berkeley,Mexican,SMB,2021-10-21,1,0,4.43
M01051,Merchant 01051,Fremont,Indian,SMB,2022-12-06,1,1,4.54
M01052,Merchant 01052,San Francisco,Mediterranean,SMB,2023-02-01,1,1,3.93
M01053,Merchant 01053,Berkeley,Japanese,SMB,2023-06-19,1,0,4.97
M01054,Merchant 01054,Fremont,Italian,Mid-Market,2023-07-29,1,1,4.67
M01055,Merchant 01055,Palo Alto,American,Enterprise,2024-05-17,1,0,4.7
M01056,Merchant 01056,Fremont,American,Enterprise,2021-01-20,0,0,4.48
M01057,Merchant 01057,Fremont,Mexican,SMB,2021-01-01,1,0,4.7
M01058,Merchant 01058,Palo Alto,Indian,SMB,2024-01-10,0,1,4.02
M01059,Merchant 01059,Oakland,Chinese,SMB,2022-09-04,1,0,4.4
M01060,Merchant 01060,Fremont,Indian,Enterprise,2025-05-13,1,0,3.57
M01061,Merchant 01061,Oakland,Japanese,SMB,2024-07-28,1,0,4.39
M01062,Merchant 01062,Berkeley,Japanese,SMB,2021-05-16,1,1,4.33
M01063,Merchant 01063,Fremont,Indian,Mid-Market,2024-05-20,1,1,4.14
M01064,Merchant 01064,San Francisco,American,Mid-Market,2025-06-21,1,1,4.95
M01065,Merchant 01065,San Francisco,Chinese,Mid-Market,2022-04-26,1,0,4.42
M01066,Merchant 01066,San Francisco,Chinese,SMB,2020-04-20,1,0,4.38
M01067,Merchant 01067,Fremont,Japanese,Mid-Market,2021-01-20,1,0,4.77
M01068,Merchant 01068,Berkeley,Italian,Mid-Market,2024-07-12,1,0,4.13
M01069,Merchant 01069,Fremont,Italian,SMB,2024-10-18,0,0,3.76
M01070,Merchant 01070,Oakland,Japanese,SMB,2024-02-22,1,0,3.74
M01071,Merchant 01071,Berkeley,Japanese,SMB,2022-08-28,1,1,3.79
M01072,Merchant 01072,San Francisco,Japanese,SMB,2024-02-22,1,0,3.62
M01073,Merchant 01073,Palo Alto,Mediterranean,SMB,2021-11-26,1,0,4.43
M01074,Merchant 01074,Fremont,Chinese,SMB,2022-04-23,1,1,4.64
M01075,Merchant 01075,Fremont,Mexican,SMB,2024-10-17,1,0,4.43
M01076,Merchant 01076,Berkeley,Mexican,SMB,2020-12-30,1,1,4.13
M01077,Merchant 01077,Palo Alto,Thai,SMB,2023-06-04,1,0,4.31
M01078,Merchant 01078,San Francisco,Thai,SMB,2022-11-15,1,0,4.37
M01079,Merchant 01079,Oakland,Thai,SMB,2024-12-13,1,1,4.28
M01080,Merchant 01080,San Jose,Italian,SMB,2025-04-12,1,0,4.17
M01081,Merchant 01081,San Francisco,Italian,SMB,2024-03-05,1,0,4.42
M01082,Merchant 01082,Fremont,American,SMB,2025-01-05,1,1,4.25
M01083,Merchant 01083,San Jose,Chinese,SMB,2025-03-03,1,1,4.76
M01084,Merchant 01084,Palo Alto,Mexican,SMB,2021-08-06,1,1,3.81
M01085,Merchant 01085,Oakland,Italian,SMB,2021-10-18,1,1,4.25
M01086,Merchant 01086,San Francisco,Chinese,Enterprise,2023-01-01,1,0,4.64
M01087,Merchant 01087,Fremont,Mediterranean,SMB,2022-07-01,1,0,4.34
M01088,Merchant 01088,Berkeley,Mediterranean,SMB,2020-05-09,1,0,3.93
M01089,Merchant 01089,Berkeley,Thai,SMB,2024-06-22,1,0,4.4
M01090,Merchant 01090,San Jose,Mexican,SMB,2023-07-01,1,0,4.05
M01091,Merchant 01091,Fremont,Japanese,SMB,2023-05-23,1,1,3.97
M01092,Merchant 01092,Oakland,Thai,SMB,2021-10-10,1,0,3.79
M01093,Merchant 01093,Palo Alto,Japanese,SMB,2023-05-13,1,1,4.66
M01094,Merchant 01094,Fremont,Italian,SMB,2020-09-23,1,0,3.84
M01095,Merchant 01095,Berkeley,Mediterranean,SMB,2020-03-07,1,1,4.51
M01096,Merchant 01096,Berkeley,Thai,SMB,2025-04-04,1,1,4.41
M01097,Merchant 01097,Fremont,Thai,SMB,2020-06-29,1,1,3.99
M01098,Merchant 01098,Palo Alto,Thai,Enterprise,2022-08-05,1,1,4.34
M01099,Merchant 01099,Fremont,Mexican,SMB,2024-07-10,1,1,3.67
M01100,Merchant 01100,Palo Alto,Chinese,Mid-Market,2024-09-05,1,1,5.0
M01101,Merchant 01101,Oakland,Italian,SMB,2023-05-29,1,1,5.0
M01102,Merchant 01102,San Jose,Mediterranean,SMB,2021-04-15,1,0,4.36
M01103,Merchant 01103,Palo Alto,Thai,SMB,2025-07-20,0,0,3.79
M01104,Merchant 01104,San Jose,Indian,SMB,2021-07-22,1,0,4.64
M01105,Merchant 01105,Palo Alto,Japanese,SMB,2021-08-01,1,1,4.18
M01106,Merchant 01106,Fremont,American,SMB,2021-06-21,1,1,4.56
M01107,Merchant 01107,Berkeley,Chinese,SMB,2020-05-24,1,0,3.87
M01108,Merchant 01108,Palo Alto,Chinese,SMB,2020-09-25,1,1,3.98
M01109,Merchant 01109,Palo Alto,Italian,SMB,2022-05-13,0,1,4.37
M01110,Merchant 01110,San Francisco,American,SMB,2021-07-21,1,1,4.89
M01111,Merchant 01111,Palo Alto,Indian,SMB,2020-04-04,1,0,3.87
M01112,Merchant 01112,San Jose,Thai,Mid-Market,2020-08-24,1,0,3.74
M01113,Merchant 01113,San Francisco,American,SMB,2024-02-12,1,0,4.39
M01114,Merchant 01114,Palo Alto,Mexican,SMB,2021-12-17,1,0,3.78
M01115,Merchant 01115,San Jose,Chinese,SMB,2022-12-14,1,0,5.0
M01116,Merchant 01116,Oakland,Chinese,SMB,2025-07-27,1,0,4.33
M01117,Merchant 01117,Palo Alto,Mexican,SMB,2025-04-10,1,0,3.79
M01118,Merchant 01118,San Jose,Chinese,SMB,2024-02-22,1,0,4.53
M01119,Merchant 01119,Berkeley,Thai,SMB,2020-08-28,0,0,3.74
M01120,Merchant 01120,Fremont,Thai,Mid-Market,2024-01-10,1,0,4.23
M01121,Merchant 01121,Berkeley,Mediterranean,SMB,2024-04-05,1,0,4.69
M01122,Merchant 01122,Fremont,Mediterranean,SMB,2023-08-26,1,1,4.4
M01123,Merchant 01123,Berkeley,Japanese,SMB,2021-11-21,1,0,3.56
M01124,Merchant 01124,Oakland,Italian,Mid-Market,2022-10-27,0,1,3.77
M01125,Merchant 01125,Fremont,Japanese,SMB,2023-07-24,1,1,4.59
M01126,Merchant 01126,Palo Alto,Indian,SMB,2023-05-09,1,1,4.12
M01127,Merchant 01127,Fremont,Thai,SMB,2020-11-10,1,0,4.12
M01128,Merchant 01128,Oakland,American,SMB,2023-06-10,1,0,4.54
M01129,Merchant 01129,San Francisco,Japanese,Mid-Market,2021-10-06,1,0,4.8
M01130,Merchant 01130,San Jose,Thai,SMB,2020-08-02,1,0,4.81
M01131,Merchant 01131,San Jose,Mediterranean,SMB,2023-12-30,1,1,4.32
M01132,Merchant 01132,San Jose,Thai,SMB,2024-10-13,1,0,4.39
M01133,Merchant 01133,Berkeley,Mexican,SMB,2025-01-29,1,0,4.39
M01134,Merchant 01134,Berkeley,American,SMB,2023-05-17,0,0,4.1
M01135,Merchant 01135,Berkeley,Italian,SMB,2022-04-14,1,0,4.59
M01136,Merchant 01136,Palo Alto,Thai,Mid-Market,2025-02-01,1,0,4.08
M01137,Merchant 01137,Fremont,Japanese,Mid-Market,2020-07-17,1,1,4.89
M01138,Merchant 01138,San Jose,Mexican,Mid-Market,2024-08-04,1,0,4.08
M01139,Merchant 01139,Berkeley,Indian,SMB,2024-03-23,1,1,3.98
M01140,Merchant 01140,Berkeley,Indian,SMB,2025-07-10,1,1,3.48
M01141,Merchant 01141,Oakland,Thai,SMB,2024-07-21,1,0,4.23
M01142,Merchant 01142,Berkeley,Japanese,SMB,2022-12-15,1,0,4.4
M01143,Merchant 01143,San Francisco,Indian,SMB,2023-11-13,1,1,4.2
M01144,Merchant 01144,Berkeley,Chinese,Mid-Market,2021-01-14,1,0,4.91
M01145,Merchant 01145,Fremont,American,SMB,2023-07-20,1,0,4.0
M01146,Merchant 01146,San Jose,American,SMB,2022-10-11,1,1,4.49
M01147,Merchant 01147,Berkeley,Mexican,SMB,2021-12-05,1,0,4.26
M01148,Merchant 01148,Oakland,Mediterranean,SMB,2020-08-10,1,0,3.91
M01149,Merchant 01149,Palo Alto,Indian,SMB,2023-11-18,1,1,3.7
M01150,Merchant 01150,Palo Alto,Japanese,Mid-Market,2021-03-19,1,0,4.84
M01151,Merchant 01151,San Francisco,Italian,SMB,2022-08-24,1,1,4.58
M01152,Merchant 01152,Palo Alto,American,SMB,2025-04-15,1,1,3.84
M01153,Merchant 01153,Fremont,Mediterranean,SMB,2025-07-30,1,0,3.83
M01154,Merchant 01154,Oakland,American,SMB,2023-08-04,1,1,3.98
M01155,Merchant 01155,Berkeley,Italian,SMB,2020-12-24,1,0,4.11
M01156,Merchant 01156,Oakland,Italian,Enterprise,2025-02-09,1,0,4.53
M01157,Merchant 01157,San Francisco,American,Mid-Market,2020-08-24,1,0,4.12
M01158,Merchant 01158,San Francisco,Chinese,SMB,2024-04-09,1,0,3.95
M01159,Merchant 01159,Berkeley,Chinese,SMB,2023-05-27,1,1,4.5
M01160,Merchant 01160,Oakland,Mexican,Mid-Market,2024-01-06,1,0,4.12
M01161,Merchant 01161,San Francisco,Italian,Mid-Market,2021-03-16,1,0,3.63
M01162,Merchant 01162,Palo Alto,Indian,SMB,2020-10-20,1,1,4.36
M01163,Merchant 01163,Oakland,Mexican,SMB,2021-09-17,1,0,4.49
M01164,Merchant 01164,Palo Alto,Mediterranean,SMB,2021-05-03,1,0,4.56
M01165,Merchant 01165,Oakland,Indian,SMB,2021-12-19,1,0,4.13
M01166,Merchant 01166,Fremont,Thai,Mid-Market,2021-10-29,1,0,4.26
M01167,Merchant 01167,San Francisco,Chinese,SMB,2023-10-21,1,0,4.33
M01168,Merchant 01168,Fremont,American,SMB,2021-04-18,1,1,3.98
M01169,Merchant 01169,Oakland,Indian,SMB,2021-10-28,1,0,4.3
M01170,Merchant 01170,San Jose,American,Enterprise,2022-12-16,1,0,3.98
M01171,Merchant 01171,Fremont,Japanese,SMB,2022-09-30,1,1,3.83
M01172,Merchant 01172,Berkeley,Mexican,Mid-Market,2022-08-24,1,0,4.46
M01173,Merchant 01173,Palo Alto,Chinese,SMB,2023-01-06,0,0,4.12
M01174,Merchant 01174,Fremont,Indian,SMB,2023-05-08,0,1,4.3
M01175,Merchant 01175,Fremont,Mexican,SMB,2024-10-26,0,0,4.27
M01176,Merchant 01176,Berkeley,Chinese,SMB,2025-03-01,1,0,4.02
M01177,Merchant 01177,Oakland,Indian,SMB,2024-11-05,1,1,4.77
M01178,Merchant 01178,Berkeley,Thai,SMB,2021-08-03,1,1,4.13
M01179,Merchant 01179,Palo Alto,Mexican,SMB,2022-04-12,1,1,4.33
M01180,Merchant 01180,Berkeley,American,SMB,2024-07-22,1,0,4.72
M01181,Merchant 01181,Palo Alto,Mexican,SMB,2020-08-10,1,1,4.01
M01182,Merchant 01182,Palo Alto,Indian,SMB,2025-07-11,1,0,4.12
M01183,Merchant 01183,Oakland,Chinese,SMB,2024-11-18,0,1,3.88
M01184,Merchant 01184,Fremont,Japanese,Mid-Market,2020-10-20,1,0,4.13
M01185,Merchant 01185,Berkeley,Italian,Mid-Market,2022-02-07,1,1,4.63
M01186,Merchant 01186,Fremont,Chinese,SMB,2022-04-24,1,1,4.28
M01187,Merchant 01187,Berkeley,Mexican,SMB,2020-08-11,1,0,3.97
M01188,Merchant 01188,San Francisco,Mediterranean,SMB,2022-06-09,1,0,4.25
M01189,Merchant 01189,San Francisco,Mediterranean,SMB,2020-11-03,1,0,4.56
M01190,Merchant 01190,Palo Alto,Mexican,SMB,2020-10-20,1,1,4.06
M01191,Merchant 01191,Berkeley,Italian,Mid-Market,2024-06-07,1,0,3.77
M01192,Merchant 01192,Fremont,Indian,SMB,2021-03-24,1,0,4.43
M01193,Merchant 01193,Palo Alto,Thai,Mid-Market,2023-08-02,1,0,5.0
M01194,Merchant 01194,Palo Alto,Thai,SMB,2025-03-17,1,0,4.23
M01195,Merchant 01195,Fremont,Indian,SMB,2023-05-17,1,0,4.65
M01196,Merchant 01196,Oakland,Japanese,SMB,2021-09-07,1,0,5.0
M01197,Merchant 01197,Berkeley,American,SMB,2020-10-19,1,1,4.53
M01198,Merchant 01198,Palo Alto,Italian,Enterprise,2020-04-16,1,0,4.5
M01199,Merchant 01199,Oakland,Thai,Mid-Market,2022-07-28,1,1,4.2
M01200,Merchant 01200,San Jose,Mexican,SMB,2021-10-27,1,0,3.98
M01201,Merchant 01201,Berkeley,Mediterranean,SMB,2023-02-13,0,0,4.47
M01202,Merchant 01202,San Francisco,Mexican,Mid-Market,2022-12-02,1,1,4.86
M01203,Merchant 01203,Palo Alto,American,SMB,2020-11-22,1,0,3.84
M01204,Merchant 01204,Oakland,Japanese,Enterprise,2024-11-10,0,1,4.37
M01205,Merchant 01205,San Jose,Chinese,SMB,2021-07-10,1,0,4.29
M01206,Merchant 01206,Berkeley,Italian,Mid-Market,2022-03-23,1,0,4.38
M01207,Merchant 01207,San Francisco,Thai,SMB,2021-06-26,1,1,3.53
M01208,Merchant 01208,Fremont,Indian,SMB,2023-11-16,1,0,4.37
M01209,Merchant 01209,San Jose,Thai,SMB,2021-12-09,1,0,3.94
M01210,Merchant 01210,Palo Alto,Mexican,SMB,2024-06-16,1,0,4.36
M01211,Merchant 01211,Berkeley,Thai,SMB,2020-06-24,1,1,4.26
M01212,Merchant 01212,San Jose,American,SMB,2022-11-19,1,0,4.65
M01213,Merchant 01213,Berkeley,Italian,SMB,2023-06-28,1,0,3.86
M01214,Merchant 01214,Oakland,Thai,Mid-Market,2023-10-31,1,0,4.43
M01215,Merchant 01215,Palo Alto,Japanese,SMB,2025-07-05,1,0,3.55
M01216,Merchant 01216,San Francisco,Mexican,SMB,2024-02-13,1,0,4.36
M01217,Merchant 01217,Palo Alto,Mexican,Mid-Market,2021-04-28,0,1,4.6
M01218,Merchant 01218,San Francisco,Mexican,SMB,2021-11-23,1,1,4.61
M01219,Merchant 01219,San Jose,Mediterranean,Enterprise,2020-07-30,1,0,4.43
M01220,Merchant 01220,Oakland,Mediterranean,SMB,2023-08-29,1,1,4.36
M01221,Merchant 01221,Berkeley,Mexican,SMB,2022-07-08,1,0,4.49
M01222,Merchant 01222,Palo Alto,Japanese,SMB,2021-09-16,1,0,4.41
M01223,Merchant 01223,Oakland,Mediterranean,SMB,2020-12-15,1,0,4.69
M01224,Merchant 01224,Palo Alto,Mediterranean,SMB,2024-01-01,1,1,4.46
M01225,Merchant 01225,Fremont,Chinese,SMB,2024-01-15,1,1,4.19
M01226,Merchant 01226,Palo Alto,Mediterranean,SMB,2020-12-30,1,1,4.19
M01227,Merchant 01227,Palo Alto,Chinese,Mid-Market,2024-07-10,1,0,4.44
M01228,Merchant 01228,Berkeley,American,SMB,2024-03-02,1,0,4.12
M01229,Merchant 01229,Berkeley,Mediterranean,Mid-Market,2023-03-01,0,0,4.06
M01230,Merchant 01230,Oakland,Thai,Enterprise,2020-09-03,1,0,4.2
M01231,Merchant 01231,Fremont,Italian,Mid-Market,2022-04-30,1,1,3.95
M01232,Merchant 01232,Oakland,Chinese,SMB,2021-10-04,1,0,4.59
M01233,Merchant 01233,Berkeley,Mediterranean,Mid-Market,2020-08-19,1,1,4.79
M01234,Merchant 01234,Oakland,Mexican,SMB,2021-09-14,0,0,4.85
M01235,Merchant 01235,Berkeley,Italian,SMB,2020-12-23,1,0,4.33
M01236,Merchant 01236,Fremont,Japanese,Mid-Market,2024-08-01,1,0,4.52
M01237,Merchant 01237,Fremont,Thai,SMB,2021-02-21,0,0,4.1
M01238,Merchant 01238,Oakland,Indian,SMB,2022-05-02,1,1,4.3
M01239,Merchant 01239,Palo Alto,Italian,SMB,2022-11-28,1,1,4.65
M01240,Merchant 01240,Fremont,Mediterranean,SMB,2021-06-16,1,0,4.13
M01241,Merchant 01241,Fremont,Thai,SMB,2021-12-08,1,0,4.49
M01242,Merchant 01242,San Jose,Italian,Mid-Market,2022-05-17,1,1,3.66
M01243,Merchant 01243,San Jose,Indian,Mid-Market,2022-04-03,1,0,4.57
M01244,Merchant 01244,Palo Alto,Japanese,SMB,2022-12-28,1,1,4.02
M01245,Merchant 01245,Fremont,Italian,SMB,2021-10-22,1,0,4.48
M01246,Merchant 01246,Palo Alto,Chinese,SMB,2020-05-01,1,0,4.51
M01247,Merchant 01247,Oakland,Thai,SMB,2023-07-08,1,0,4.65
M01248,Merchant 01248,Fremont,Indian,SMB,2022-01-05,1,0,4.34
M01249,Merchant 01249,San Jose,Chinese,SMB,2022-07-16,1,1,3.84
M01250,Merchant 01250,Oakland,Mediterranean,SMB,2020-07-12,1,1,3.66
M01251,Merchant 01251,Palo Alto,Indian,SMB,2023-10-29,1,1,4.36
M01252,Merchant 01252,Oakland,Chinese,SMB,2024-12-23,1,1,3.68
M01253,Merchant 01253,Fremont,Chinese,Enterprise,2022-01-13,1,1,4.51
M01254,Merchant 01254,Oakland,Indian,SMB,2022-10-30,1,0,4.79
M01255,Merchant 01255,San Jose,Indian,SMB,2020-03-02,1,0,4.06
M01256,Merchant 01256,Berkeley,Italian,SMB,2021-12-21,1,1,4.24
M01257,Merchant 01257,San Jose,American,SMB,2024-07-13,1,0,4.15
M01258,Merchant 01258,Berkeley,Chinese,SMB,2021-09-25,1,0,4.16
M01259,Merchant 01259,San Jose,Indian,SMB,2022-01-03,1,0,4.68
M01260,Merchant 01260,Fremont,Thai,SMB,2020-10-22,1,0,3.85
M01261,Merchant 01261,San Jose,Japanese,SMB,2024-10-02,1,1,4.74
M01262,Merchant 01262,San Jose,Italian,SMB,2022-08-13,1,0,4.49
M01263,Merchant 01263,San Francisco,Indian,SMB,2024-07-24,1,0,3.72
M01264,Merchant 01264,San Jose,Mediterranean,Mid-Market,2020-04-02,1,0,3.76
M01265,Merchant 01265,Berkeley,Italian,Enterprise,2024-05-26,1,0,4.62
M01266,Merchant 01266,Oakland,Indian,SMB,2020-09-10,1,0,3.83
M01267,Merchant 01267,San Francisco,American,SMB,2021-01-17,1,1,4.78
M01268,Merchant 01268,Berkeley,Mexican,SMB,2021-11-08,1,0,3.99
M01269,Merchant 01269,Fremont,Chinese,SMB,2025-01-31,1,0,4.14
M01270,Merchant 01270,Berkeley,Chinese,SMB,2021-07-13,0,0,3.89
M01271,Merchant 01271,San Francisco,Mediterranean,SMB,2024-12-01,1,0,3.45
M01272,Merchant 01272,Oakland,Chinese,SMB,2022-04-19,1,0,3.98
M01273,Merchant 01273,Oakland,Japanese,SMB,2021-10-12,0,0,3.73
M01274,Merchant 01274,San Francisco,Japanese,Mid-Market,2021-12-21,1,0,4.09
M01275,Merchant 01275,Berkeley,Mediterranean,Mid-Market,2022-09-09,1,0,4.59
M01276,Merchant 01276,Oakland,Mexican,SMB,2024-01-26,1,0,3.63
M01277,Merchant 01277,San Jose,Chinese,SMB,2022-10-26,1,0,4.19
M01278,Merchant 01278,San Jose,Chinese,Enterprise,2021-03-22,1,1,5.0
M01279,Merchant 01279,Oakland,Chinese,SMB,2020-09-07,1,1,4.5
M01280,Merchant 01280,Berkeley,Italian,SMB,2022-04-18,1,0,4.94
M01281,Merchant 01281,San Jose,Japanese,SMB,2023-11-30,1,0,3.49
M01282,Merchant 01282,Berkeley,Thai,SMB,2024-04-18,1,1,4.5
M01283,Merchant 01283,San Jose,American,SMB,2024-10-12,1,1,4.52
M01284,Merchant 01284,Fremont,Mexican,SMB,2022-05-28,1,0,4.69
M01285,Merchant 01285,Fremont,American,SMB,2024-05-21,1,0,4.49
M01286,Merchant 01286,San Francisco,Mediterranean,SMB,2022-01-03,1,0,4.55
M01287,Merchant 01287,San Francisco,Japanese,SMB,2023-02-19,0,0,3.42
M01288,Merchant 01288,Berkeley,American,SMB,2021-04-16,1,1,4.11
M01289,Merchant 01289,Berkeley,Chinese,SMB,2021-12-09,1,1,4.46
M01290,Merchant 01290,San Jose,Mediterranean,SMB,2024-06-29,0,1,4.44
M01291,Merchant 01291,Palo Alto,Mediterranean,SMB,2020-12-29,1,1,3.99
M01292,Merchant 01292,San Francisco,Japanese,SMB,2023-04-21,1,1,4.49
M01293,Merchant 01293,Palo Alto,Mediterranean,SMB,2021-06-13,1,0,4.46
M01294,Merchant 01294,Fremont,Indian,SMB,2025-08-10,1,1,4.23
M01295,Merchant 01295,Palo Alto,Mexican,Mid-Market,2025-06-18,1,0,4.03
M01296,Merchant 01296,San Francisco,Japanese,SMB,2022-01-17,1,0,4.24
M01297,Merchant 01297,Berkeley,Chinese,Mid-Market,2022-04-18,1,1,3.84
M01298,Merchant 01298,Oakland,American,SMB,2020-10-01,1,0,3.83
M01299,Merchant 01299,Fremont,Mediterranean,SMB,2021-04-04,1,0,3.93
M01300,Merchant 01300,Berkeley,American,SMB,2023-10-29,1,0,4.52
M01301,Merchant 01301,San Francisco,Italian,Mid-Market,2023-07-16,1,1,4.67
M01302,Merchant 01302,San Francisco,American,Mid-Market,2022-05-14,1,0,4.57
M01303,Merchant 01303,Oakland,Mexican,Mid-Market,2025-01-02,1,0,4.23
M01304,Merchant 01304,San Francisco,Thai,Enterprise,2025-07-03,1,0,4.37
M01305,Merchant 01305,San Francisco,Italian,SMB,2024-06-30,1,1,4.8
M01306,Merchant 01306,San Jose,Chinese,SMB,2020-05-11,1,0,4.08
M01307,Merchant 01307,San Jose,Indian,Mid-Market,2021-11-04,1,0,4.49
M01308,Merchant 01308,Fremont,Thai,SMB,2021-08-01,0,0,4.44
M01309,Merchant 01309,Berkeley,Italian,SMB,2021-04-16,1,0,4.22
M01310,Merchant 01310,Oakland,Chinese,SMB,2020-04-08,1,0,4.05
M01311,Merchant 01311,San Francisco,American,SMB,2025-07-17,0,0,4.46
M01312,Merchant 01312,San Jose,Mexican,SMB,2024-02-17,1,1,4.65
M01313,Merchant 01313,Palo Alto,Chinese,Mid-Market,2025-03-04,1,1,5.0
M01314,Merchant 01314,Berkeley,Chinese,Mid-Market,2025-02-24,0,0,4.89
M01315,Merchant 01315,Fremont,Japanese,SMB,2024-08-17,1,0,4.37
M01316,Merchant 01316,Fremont,Mediterranean,SMB,2025-01-27,1,0,4.31
M01317,Merchant 01317,Palo Alto,Mediterranean,Mid-Market,2020-04-21,1,0,4.26
M01318,Merchant 01318,Fremont,Chinese,SMB,2024-09-14,1,0,4.16
M01319,Merchant 01319,Oakland,Chinese,Mid-Market,2022-06-07,1,0,4.41
M01320,Merchant 01320,Palo Alto,Thai,SMB,2022-05-03,1,0,4.69
M01321,Merchant 01321,Palo Alto,Japanese,Mid-Market,2020-03-07,1,0,4.52
M01322,Merchant 01322,Oakland,Mediterranean,Enterprise,2020-04-26,1,0,4.27
M01323,Merchant 01323,San Francisco,Indian,SMB,2021-06-05,1,0,4.14
M01324,Merchant 01324,Berkeley,Indian,Mid-Market,2025-07-12,1,0,4.31
M01325,Merchant 01325,Oakland,Indian,SMB,2020-09-16,1,0,4.5
M01326,Merchant 01326,Fremont,American,Mid-Market,2022-09-21,1,0,3.84
M01327,Merchant 01327,Fremont,Thai,SMB,2022-09-16,1,1,3.89
M01328,Merchant 01328,Palo Alto,Mediterranean,SMB,2021-05-31,1,0,4.07
